source,target,tgt_lng
Viridian Jewel,翠绿珠宝,zh-CN
Vorana's March Runic Sabatons,沃拉娜的征途 符文战靴,zh-CN
Watcher's Eye Prismatic Jewel,守望之眼 三相珠宝,zh-CN
weapons,武器,zh-CN
Whakawairua Tuahu,禁闭祭坛,zh-CN
Whisper-woven Cloak,隐匿披风,zh-CN
Writhing Invitation,蠕动的邀请,zh-CN
Acrimony,尖刻,zh-CN
Acuity,心眼,zh-CN
Adamant,金钟罩,zh-CN
Adaptive Steel,激变坚钢,zh-CN
Adder's Touch,毒蛇之牙,zh-CN
Adjacent Animosity,咫尺之恨,zh-CN
Admonisher,训诫,zh-CN
Aggressive Bastion,好战壁垒,zh-CN
Always Angry,怒意难平,zh-CN
Amber,琥珀,zh-CN
Ambidexterity,卓越,zh-CN
Amplify,增幅,zh-CN
Annihilation,横扫千军,zh-CN
Anointed Flesh,祝圣之体,zh-CN
Arcane Capacitor,奥术充能,zh-CN
Arcane Chemistry,秘法学,zh-CN
Arcane Expanse,秘术扩张,zh-CN
Arcane Focus,秘能之心,zh-CN
Arcane Guarding,奥术护卫,zh-CN
Arcane Potency,秘能爆发,zh-CN
Arcane Retaliation,秘术反击,zh-CN
Arcane Sanctuary,奥术圣所,zh-CN
Arcane Will,奥术意志,zh-CN
Arcanist's Dominion,奥术师的统御,zh-CN
Arcing Blows,电能之击,zh-CN
Arsonist,焚烧,zh-CN
Art of the Gladiator,斗士艺术,zh-CN
As The Mountain,稳若泰山,zh-CN
As The Thunder,轰若惊雷,zh-CN
Ascendancy,升华试炼,zh-CN
"Ash, Frost and Storm",三相之力,zh-CN
Aspect of Stone,岩石之势,zh-CN
Aspect of the Eagle,鹰灵祝福,zh-CN
Aspect of the Lynx,山猫之灵,zh-CN
Assassination,暗影,zh-CN
Assured Strike,十拿九稳,zh-CN
Asylum,逃难所,zh-CN
Atrophy,萎缩,zh-CN
Avatar of the Hunt,狩猎之征,zh-CN
Awe and Terror,震慑惊惧,zh-CN
Azure,天蓝,zh-CN
Backstabbing,偷袭,zh-CN
Ballistics,弹道学,zh-CN
Bannerman,旗手,zh-CN
Barbarism,野蛮,zh-CN
Bastion Breaker,破壁者,zh-CN
Bastion of Faith,信仰壁垒,zh-CN
Battle Rouse,战斗鼓舞,zh-CN
Battle Trance,战斗迷神,zh-CN
Beacon of Hope,希望道标,zh-CN
Berserking,狂战之魂,zh-CN
Black,漆黑,zh-CN
Blacksmith's Clout,铁匠之捶,zh-CN
Blade Barrier,剑刃屏障,zh-CN
Blade Master,刀剑宗师,zh-CN
Blade of Cunning,巧刃,zh-CN
Bladedancer,剑舞者,zh-CN
Blast Radius,法术范围增幅,zh-CN
Blast Waves,冲击波纹,zh-CN
Blood Drinker,汲血者,zh-CN
Blood Siphon,血液抽取,zh-CN
Bloodless,无血之体,zh-CN
Bloodletting,出血,zh-CN
Blunt Trauma,麻痹创伤,zh-CN
Bone Breaker,破骨,zh-CN
Born to Fight,为战而生,zh-CN
Brand Equity,公正烙印,zh-CN
Bravery,英勇,zh-CN
Breath of Flames,火焰之息,zh-CN
Breath of Lightning,闪电之息,zh-CN
Breath of Rime,霜雪之息,zh-CN
Breathstealer,扼息者 火蝮鳞手套,zh-CN
Brink of Death,生死边缘,zh-CN
Brinkmanship,羁縻,zh-CN
Brutal Blade,残暴之刃,zh-CN
Brutal Skewering,残忍穿刺,zh-CN
Burning Brutality,凶残烈焰,zh-CN
Burst of Energy,能量爆发,zh-CN
Butchery,屠夫,zh-CN
Cannibalistic Rite,惨绝典礼,zh-CN
Careful Conservationist,谨慎保护,zh-CN
Careful Counterattack,慎重反击,zh-CN
Cauterisation,焰灼血肉,zh-CN
Champion of the Cause,起源,zh-CN
Charisma,魅力,zh-CN
Circle of Life,生命之环,zh-CN
Claws of the Falcon,猎鹰之爪,zh-CN
Claws of the Hawk,鹰隼之爪,zh-CN
Claws of the Magpie,鹊爪,zh-CN
Cleansed Thoughts,净化的思想,zh-CN
Clear,清澈,zh-CN
Cleaving,劈砍,zh-CN
Clever Construction,聪明的建设,zh-CN
Clever Thief,机敏猎人,zh-CN
Cloth and Chain,迅影秘术,zh-CN
Coldhearted Calculation,冷酷计算,zh-CN
Colloidal Mixture,胶质调和,zh-CN
Combat Stamina,战斗精力,zh-CN
Command of Steel,钢铁命令,zh-CN
Concussive Force,震荡之力,zh-CN
Conjured Barrier,咒法屏障,zh-CN
Constitution,构成,zh-CN
Contaminate,玷污,zh-CN
Coordination,和谐之体,zh-CN
Cornered Prey,困兽犹斗,zh-CN
Corruption,腐化,zh-CN
Counterweight,长杖化身,zh-CN
Courage,勇毅,zh-CN
Cowl of the Ceraunophile,嗜雷之冠 日耀之冠,zh-CN
Cowl of the Cryophile,嗜寒之冠 绸缎之兜,zh-CN
Cowl of the Thermophile,嗜火之冠 艾兹麦坚盔,zh-CN
Crackling Speed,神速暴裂,zh-CN
Crimson,绯红,zh-CN
Cruel Preparation,残忍准备,zh-CN
Cruel Retort,残忍报复,zh-CN
Crusader,圣战,zh-CN
Crushing Reply,粉碎回敬,zh-CN
Crystal Skin,魔晶之肤,zh-CN
Dance of Blades,刃舞,zh-CN
Dark Arts,黑暗艺术,zh-CN
Dazzling Strikes,耀目打击,zh-CN
Deadly Draw,致命箭矢,zh-CN
Deadly Inclinations,致命倾向,zh-CN
Death Attunement,亡灵谐曲,zh-CN
Decay Ward,腐蚀之卫,zh-CN
Deep Breaths,深呼吸,zh-CN
Deep Thoughts,沉静思维,zh-CN
Deep Wisdom,沉静智慧,zh-CN
Defiance,抗争,zh-CN
Defiant Stand,笑傲群雄,zh-CN
Defiled Forces,污秽大军,zh-CN
Deliberate Brutality,刻意凌虐,zh-CN
Depth Perception,潜意识,zh-CN
Dervish,修行之刃,zh-CN
Destroyer,破坏者,zh-CN
Destructive Apparatus,毁灭装置,zh-CN
Devastating Devices,毁灭装置,zh-CN
Devotion,奉献,zh-CN
Diamond Skin,晶钻之肤,zh-CN
Dire Torment,恐怖折磨,zh-CN
Dirty Techniques,卑劣手法,zh-CN
Disciple of the Forbidden,禁礼门徒,zh-CN
Disciple of the Slaughter,冷血门徒,zh-CN
Disciple of the Unyielding,不屈门徒,zh-CN
Discipline and Training,严峻训练,zh-CN
Discord Artisan,不谐之艺,zh-CN
Disemboweling,开肠剖肚,zh-CN
Disintegration,解离,zh-CN
Dismembering,肢解,zh-CN
Divine Fervour,元素催化,zh-CN
Divine Fury,圣怒,zh-CN
Divine Judgement,神圣审判,zh-CN
Divine Wrath,神圣怒火,zh-CN
Doom Cast,灭世之灵,zh-CN
Dreamer,幻梦者,zh-CN
Druidic Rite,德鲁伊的仪式,zh-CN
Dynamo,蓄电,zh-CN
Eagle Eye,鹰眼,zh-CN
Efficient Explosives,高效爆炸,zh-CN
Elder Power,智慧之力,zh-CN
Elemental Focus,元素集中,zh-CN
Empowered Bond,强化纽带,zh-CN
Endurance,耐力,zh-CN
Enduring Bond,持久契约,zh-CN
Enigmatic Defence,秘巫防御,zh-CN
Enigmatic Reach,秘巫之触,zh-CN
Entrench,牢固,zh-CN
Entropy,乱世,zh-CN
Escalation,升级,zh-CN
Essence Extraction,精华萃取,zh-CN
Essence Infusion,精华灌注,zh-CN
Essence Sap,灵魂虚空,zh-CN
Essence Surge,精纯之潮,zh-CN
Ethereal Feast,空灵盛宴,zh-CN
Exceptional Performance,卓越的表现,zh-CN
Excess Sustenance,营养过剩,zh-CN
Executioner,处决者,zh-CN
Expeditious Munitions,快速弹药,zh-CN
Expert Hunter,老练猎手,zh-CN
Explosive Elements,爆破元素,zh-CN
Explosive Impact,暴烈冲击,zh-CN
Explosive Runes,爆炸符文,zh-CN
Faith and Steel,钢之信仰,zh-CN
Fangs of Frost,刺骨寒冰,zh-CN
Fangs of the Viper,毒蛇之牙,zh-CN
Farsight,远视,zh-CN
Fatal Blade,致命之刃,zh-CN
Fatal Toxins,致命之毒,zh-CN
Fearsome Force,恐怖之力,zh-CN
Feline Swiftness,迅如猛虎,zh-CN
Feller of Foes,破敌者,zh-CN
Fending,自卫术,zh-CN
Fervour,激情,zh-CN
Field Medicine,医学领域,zh-CN
Finesse,娴熟,zh-CN
Fingers of Frost,凛冽之指,zh-CN
Fire Walker,火灵之道,zh-CN
Flash Freeze,急速冻结,zh-CN
Flaying,剥皮刃,zh-CN
Fleetfoot,迷踪步,zh-CN
Flow of Battle,战斗潮流,zh-CN
Force of Darkness,黑暗之力,zh-CN
Force Shaper,力量成形,zh-CN
Forceful Skewering,强力穿刺,zh-CN
Forces of Nature,自然之力,zh-CN
Foresight,先见之明,zh-CN
Forethought,未卜先知,zh-CN
Freedom of Movement,行动自如,zh-CN
Frenetic,狂热,zh-CN
From the Shadows,影刃,zh-CN
Frost Walker,冰灵之道,zh-CN
Fury Bolts,破空弹,zh-CN
Fusillade,聚灵之杖,zh-CN
Galvanic Hammer,聚能之锤,zh-CN
Glacial Cage,冰川牢笼,zh-CN
Gladiator's Perseverance,坚毅斗士,zh-CN
Glory of Command,统御之荣,zh-CN
Golden,金色,zh-CN
Golem Commander,魔像指挥官,zh-CN
Golem's Blood,魔像血统,zh-CN
Goliath,巨人之力,zh-CN
Graceful Assault,矫若惊龙,zh-CN
Grave Intentions,亡灵之誓,zh-CN
Gravepact,亡灵之约,zh-CN
Growth and Decay,成长与衰变,zh-CN
Hardened Scars,百战伤疤,zh-CN
Harpooner,鱼叉猎手,zh-CN
Harrier,海猎鹰,zh-CN
Harsh Lessons,严厉教训,zh-CN
Harvester of Foes,斩敌者,zh-CN
Hasty Demise,迅疾陨灭,zh-CN
Hatchet Master,斧刃宗师,zh-CN
Heart and Soul,心与灵,zh-CN
Heart of Darkness,黑暗之心,zh-CN
Heart of Ice,冰雪之心,zh-CN
Heart of Oak,橡木之心,zh-CN
Heart of the Warrior,战士之心,zh-CN
Heart of Thunder,雷霆之心,zh-CN
Heartseeker,刺心者,zh-CN
Hearty,热忱,zh-CN
Heavy Draw,强弩,zh-CN
Hematophagy,吸血,zh-CN
Herbalism,药草学,zh-CN
High Explosives,炼狱炸弹,zh-CN
High Voltage,高压,zh-CN
Hired Killer,生命撷取,zh-CN
Hollow Effigy,空洞雕像,zh-CN
Holy Dominion,神圣统御,zh-CN
Holy Fire,神圣之火,zh-CN
Hunter's Gambit,猎人之势,zh-CN
Incorporeal,无影无形,zh-CN
Indigo,靛青,zh-CN
Indiscriminate Revenge,仇怨倾泻,zh-CN
Indomitable Army,不败之军,zh-CN
Inexorable,势不可挡,zh-CN
Influence,影响,zh-CN
Infused,灌注,zh-CN
Infused Flesh,血肉灌注,zh-CN
Insightfulness,洞察万物,zh-CN
Inspiring Bond,同进同退,zh-CN
Instability,聚能之界,zh-CN
Instinct,本能,zh-CN
Intuition,直觉感知,zh-CN
Inveterate,根深蒂固,zh-CN
Invigorating Blaze,欢欣炽炎,zh-CN
Ironwood,铁木,zh-CN
Jagged Wounds,锯齿创伤,zh-CN
Kinetic Impacts,动能冲击,zh-CN
King of the Hill,强弩之弦,zh-CN
Knowledge Barrier,学识壁垒,zh-CN
Last Rites,最后仪式,zh-CN
Lasting Tempest,持久风暴,zh-CN
Lava Lash,熔岩之力,zh-CN
Leader of the Pack,行伍领袖,zh-CN
Leadership,领导精神,zh-CN
Legacy of the Wilds,荒野传承,zh-CN
Lethality,致命锋芒,zh-CN
Life Raker,生命收割,zh-CN
Light Eater,光芒吞噬者,zh-CN
Light of Divinity,神圣启蒙,zh-CN
Lightning Walker,雷灵之道,zh-CN
Longshot,远射,zh-CN
Lord of the Dead,亡灵之主,zh-CN
Lust for Carnage,汲血者,zh-CN
Magmatic Strikes,熔岩打击,zh-CN
Malicious Intent,不善意图,zh-CN
Mana Flows,魔力之流,zh-CN
Mark the Prey,标记猎物,zh-CN
Marked for Death,死亡印记,zh-CN
Martial Experience,沙场历练,zh-CN
Master Fletcher,飞矢宗师,zh-CN
Master of Blades,刀剑之主,zh-CN
Master of the Arena,决战宗师,zh-CN
Master of Wounds,创痕主宰,zh-CN
Master Sapper,工兵大师,zh-CN
Measured Fury,克制之怒,zh-CN
Melding,融合,zh-CN
Mental Rapidity,精神迅捷,zh-CN
Merciless Skewering,无情穿刺,zh-CN
Mind Drinker,汲灵术,zh-CN
Mixed Munitions,混合弹药,zh-CN
Multishot,多重射击,zh-CN
Mystic Bulwark,秘言守护,zh-CN
Mystic Talents,秘言天赋,zh-CN
Mysticism,灵秘,zh-CN
Natural Authority,自然威仪,zh-CN
Natural Remedies,自然疗法,zh-CN
Nature's Concoction,自然灵药,zh-CN
Nightstalker,夜袭,zh-CN
Nimbleness,巧语,zh-CN
No Forgiveness,罪无可恕,zh-CN
Nomadic Teachings,浪客的教诲,zh-CN
One With Nature,天人合一,zh-CN
One with the River,与水同行,zh-CN
Opalescent,乳白,zh-CN
Overcharge,强化聚能,zh-CN
Overcharged,超载,zh-CN
Overprepared,过度准备,zh-CN
Pain Forger,痛苦大师,zh-CN
Path of the Hunter,猎人之路,zh-CN
Path of the Savant,贤者之路,zh-CN
Path of the Warrior,战士之路,zh-CN
Perfected Formula,完美配方,zh-CN
Perfectionist,完美之人,zh-CN
Persistence,锲而不舍,zh-CN
Piercing Shots,穿射箭矢,zh-CN
Poisonous Fangs,回转死神,zh-CN
Potency of Will,意志之力,zh-CN
Potent Connections,强效连接,zh-CN
Powerful Bond,戮力同心,zh-CN
Practical Application,化虚为实,zh-CN
Practised Reapplication,娴熟涂抹,zh-CN
Prepared Response,预演响应,zh-CN
Presage,预知之力,zh-CN
Primal Manifestation,图腾专精,zh-CN
Primal Spirit,原始精神,zh-CN
Primeval Force,元素注入,zh-CN
Prism Weave,绫彩交织,zh-CN
Prismatic,虹彩,zh-CN
Prismatic Skin,虹光之肤,zh-CN
Prodigal Perfection,完美无缺,zh-CN
Profane Chemistry,生物学,zh-CN
Purity of Flesh,肉体之纯净,zh-CN
Quick Recovery,快速回复,zh-CN
Rallying Icon,集结之兆,zh-CN
Rampart,壁垒,zh-CN
Ravenous Horde,贪婪部落,zh-CN
Razor's Edge,剃刃,zh-CN
Redemption,救赎,zh-CN
Reflexes,反射,zh-CN
Relentless,冷酷无情,zh-CN
Relentless Pursuit,无尽追踪,zh-CN
Renowned Deeds,英名冠世,zh-CN
Replenishing Remedies,重装拯救,zh-CN
Replica Stampede Assassin's Boots,溃败【仿品】 暗影之靴,zh-CN
Resourcefulness,智谋,zh-CN
Retaliation,复仇,zh-CN
Retribution,制裁,zh-CN
Revelry,狂欢,zh-CN
Revenge of the Hunted,死亡通缉,zh-CN
Ribcage Crusher,开膛手,zh-CN
Righteous Army,公正大军,zh-CN
Righteous Decree,正义审判,zh-CN
Righteous Fury,正义之怒,zh-CN
Roaring Challenge,怒嚎挑战,zh-CN
Robust,健壮,zh-CN
Runesmith,符文工匠,zh-CN
Sacrifice,亡灵招集,zh-CN
Safeguard,护卫,zh-CN
Sanctity,圣洁之力,zh-CN
Sanctuary,庇护圣所,zh-CN
Sanctum of Thought,思维圣殿,zh-CN
Savage Intensity,残暴增幅,zh-CN
Savage Skewering,残暴穿刺,zh-CN
Savage Wounds,狂野之创,zh-CN
Savagery,野性之心,zh-CN
Searing Heat,灼热,zh-CN
Season of Ice,寒冰之季,zh-CN
Seasoned Swordplay,熟练剑技,zh-CN
Selective Precision,定向精准,zh-CN
Sentinel,哨兵,zh-CN
Sepia,墨色,zh-CN
Serpent Stance,蛇影战阵,zh-CN
Serpentine Spellslinger,蜿蜒节魔,zh-CN
Settling Ash,沉降灰烬,zh-CN
Shaman's Dominion,萨满圣域,zh-CN
Shamanistic Fury,萨满之怒,zh-CN
Shaper,圣杯,zh-CN
Shining Justice,辉光正义,zh-CN
Silent Steps,神出鬼没,zh-CN
Silver,白银,zh-CN
Sione's Ambition,西奥妮的野心,zh-CN
Skittering Runes,飞掠符文,zh-CN
Skull Cracking,碎颅,zh-CN
Slaughter,冷血,zh-CN
Sleight of Hand,戏法,zh-CN
Smashing Strikes,沉重之击,zh-CN
Snowforged,雪锻,zh-CN
Soul of Steel,坚钢之灵,zh-CN
Soul Siphon,灵魂吸收,zh-CN
Soul Thief,窃魂者,zh-CN
Sovereignty,主权,zh-CN
Spiked Bulwark,荆刺守护,zh-CN
Spinecruncher,钻击者,zh-CN
Spirit of War,战争英魂,zh-CN
Spirit Void,精华抽取,zh-CN
Spiritual Aid,灵魂援助,zh-CN
Spiritual Command,灵魂之令,zh-CN
Split Shot,分裂射击,zh-CN
Sporeguard,孢囊守卫 圣者链甲,zh-CN
Stamina,充沛精力,zh-CN
Static Blows,电能之击,zh-CN
Steadfast,坚韧不拔,zh-CN
Steelwood Stance,身坚如铁,zh-CN
Steeped in the Profane,沉溺于亵渎,zh-CN
Storm Weaver,风暴织者,zh-CN
Strong Arm,强壮手臂,zh-CN
Successive Detonations,连续引爆,zh-CN
Surge of Vigour,活力之涌,zh-CN
Surveillance,洞若观火,zh-CN
Survivalist,死里逃生,zh-CN
Swagger,双刃之舞,zh-CN
Swift Venoms,迅速致毒,zh-CN
Taste for Blood,赤色之味,zh-CN
Teal,水蓝,zh-CN
Tempest Blast,风暴冲击,zh-CN
Tenacity,顽强,zh-CN
Testudo,龟甲盾,zh-CN
The Stampede,溃败 暗影之靴,zh-CN
Thick Skin,强化之肤,zh-CN
Thrill Killer,颤栗打击者,zh-CN
Thrill of Battle,鏖战热血,zh-CN
Throatseeker,割战者,zh-CN
Tireless,冷酷,zh-CN
Titanic Impacts,泰坦冲击,zh-CN
Tolerance,宽容,zh-CN
Totemic Zeal,热情图腾,zh-CN
Toxic Strikes,涂毒攻击,zh-CN
Tranquility,宁静,zh-CN
Trial of the Faith,信仰试炼,zh-CN
Tribal Fury,部落之怒,zh-CN
Trick Shot,诡射,zh-CN
Trickery,诡计,zh-CN
True Strike,真实之击,zh-CN
Twin Terrors,双重惧刃,zh-CN
Undertaker,送葬者,zh-CN
Unfaltering,稳步坚决,zh-CN
Unnatural Calm,沉寂之心,zh-CN
Unstable Munitions,不稳定弹药,zh-CN
Utmost Intellect,终极智慧,zh-CN
Utmost Might,终极之力,zh-CN
Utmost Swiftness,终极之速,zh-CN
Vampirism,吸血鬼症,zh-CN
Vanquisher,百战百胜,zh-CN
Vengeance,复仇,zh-CN
Vengeant Cascade,复仇奔流,zh-CN
Verdant,翠绿,zh-CN
Versatility,俊敏,zh-CN
Veteran Soldier,饱经征战,zh-CN
Veteran's Wrath,老兵之怒,zh-CN
Vigour,活力之源,zh-CN
Vinespike Cordial,狂躁脊针,zh-CN
Violet,紫色,zh-CN
Vitality Void,活力虚空,zh-CN
Void Barrier,虚影屏障,zh-CN
Volatile Mines,零秒出手,zh-CN
Wall of Steel,钢壁坚垒,zh-CN
Wandslinger,斗杖者之力,zh-CN
Warrior Training,武士训练,zh-CN
Warrior's Blood,战士之血,zh-CN
Wasting,浪费,zh-CN
Watchtowers,守望之塔,zh-CN
Way of the Warrior,战士之道,zh-CN
Weapon Artistry,舞刃宗师,zh-CN
Weathered Hunter,夜之狩猎,zh-CN
Whirling Barrier,杖影屏障,zh-CN
Whispers of Doom,灭世之语,zh-CN
Wicked Blade,残灵之刃,zh-CN
Wild Hunger,荒野饥渴,zh-CN
Will of Blades,利刃意志,zh-CN
Window of Opportunity,大好时机,zh-CN
Winter Spirit,物冰转换,zh-CN
"Wood, Stone, and Spell",砖石与法术,zh-CN
Worship the Blightheart,崇拜菌潮之心,zh-CN
Wrecking Ball,崩雷,zh-CN
Written in Blood,血书,zh-CN
"""O' Eternal""",《哀哉永恒》,zh-CN
"""The Kiss Goodnight""",《良夜之吻》,zh-CN
"""The Nameless Play""",《无名大戏》,zh-CN
A Call to Arms,召集部队,zh-CN
A Choice of Futures,待价而沽,zh-CN
A Dirty Job,腐水之息,zh-CN
A Fixture of Fate,命运之语,zh-CN
A Glimpse Beyond,异界惊鸿,zh-CN
A Merciful Hunt,慈悲狩猎,zh-CN
A Swig of Hope,重生的渴望,zh-CN
Admiral Darnaw,海军上将达诺,zh-CN
Admiral Darnaw's Papers,达诺上将的文件,zh-CN
Aiding an Archivist,帮助档案管理员,zh-CN
Alchemical Supplies,炼金工具,zh-CN
Alder Spiked Shield,桤木刺盾,zh-CN
Alira's Amulet,阿莉亚的古灵之记,zh-CN
Allflame,不灭之火,zh-CN
Altered Flesh,改变血肉,zh-CN
Ambusher,伏击刺刃,zh-CN
Ammonite Glyph,雕纹:菊纹,zh-CN
An End to Hunger,饥饿的终点,zh-CN
An Indomitable Spirit,不屈意志,zh-CN
Ankh of Eternity,永恒十字架,zh-CN
Aquamarine Flask,海蓝药剂,zh-CN
Atlas Book of Skill,异界图鉴技能之书,zh-CN
Baffling Blueprints,费解的蓝图,zh-CN
Baleful Gem,邪影宝石,zh-CN
Barbed Club,锐刺木棒,zh-CN
Basalt Flask,石化药剂,zh-CN
Basilisk Acid,蛇怪酸液,zh-CN
Battle Lamellar,争战鳞甲,zh-CN
Become the Darkness,化身黑暗,zh-CN
Bestel's Epic,毕斯特传奇,zh-CN
Bestel's Manuscript,毕斯特的手稿,zh-CN
Bismuth Flask,灰岩药剂,zh-CN
Black Venom,灾厄毒液,zh-CN
Blackguard Personnel Files,乌旗守卫私人文件,zh-CN
Blood Crucible,赤炼玄炉,zh-CN
Blood Raiment,血色之衣,zh-CN
Blunt Arrow Quiver,钝矢箭袋,zh-CN
Book of Regrets,后悔之书,zh-CN
Book of Skill,技能之书,zh-CN
Bottled Storm,风暴之瓶,zh-CN
Branded Kite Shield,圣记鸢盾,zh-CN
Breachlord Limbs,裂隙领主肢体,zh-CN
Breaking Some Eggs,打破鸟蛋,zh-CN
Breaking the Seal,突破封印,zh-CN
Bunker,堡垒,zh-CN
Burnished Foil,冷芒刺剑,zh-CN
Bust of Gaius Sentari,盖厄斯：山特立的半身像,zh-CN
Bust of Hector Titucius,赫克特：提图瑟的半身像,zh-CN
Bust of Marceus Lioneye,穆希尔斯：狮眼的半身像,zh-CN
Butcher Knife,屠兽利刃,zh-CN
Calendar of Fortune,命运之历,zh-CN
Callous Mask,无情之面,zh-CN
Carnal Boots,禁礼之靴,zh-CN
Censer Relic,香炉遗物,zh-CN
Census Records,人口普查记录,zh-CN
Ceremonial Voidstone,仪庆虚空石,zh-CN
Chainmail Vest,锁链背心,zh-CN
Chitus' Plum,切特斯的梅果,zh-CN
Clasped Skull,紧扣之颅,zh-CN
Claw Bramble,棘藤之爪,zh-CN
Cloth Belt,饰布腰带,zh-CN
Coiled Wand,盘曲法杖,zh-CN
Colourful Roses,多彩玫瑰,zh-CN
Confront Nashta,跟纳希塔对峙,zh-CN
Conjurer Boots,咒者长靴,zh-CN
Contract: A Matter of Honour,契约：事关荣誉,zh-CN
Contract: A Mundane Sample,契约：平凡样本,zh-CN
Contract: Breaking the Unbreakable,契约：牢不可破,zh-CN
Contract: Credit Where Credit's Due,契约：诚信至上,zh-CN
Contract: Death to Darnaw,契约：达诺的覆灭,zh-CN
Contract: Disengagement,契约：分崩离析,zh-CN
Contract: Enoch's Remains,契约：伊诺克的遗骸,zh-CN
Contract: Enoch's Whereabouts,契约：伊诺克的下落,zh-CN
Contract: Finding Opal,契约：寻找欧珀,zh-CN
Contract: Findings for Fidium,契约：借力打力,zh-CN
Contract: Flying False Colours,契约：冒名顶替,zh-CN
Contract: Follow the Paper Trail,契约：来龙去脉,zh-CN
Contract: Grocery List,契约：杂货清单,zh-CN
Contract: Heart of Glory,契约：荣誉之心,zh-CN
Contract: Hyrri's Gift,契约：定情之物,zh-CN
Contract: Isla's Designs,契约：伊斯拉设计图,zh-CN
Contract: Isla's Prototypes,契约：伊斯拉的原型机,zh-CN
Contract: Jamanra's Rest,契约：亚曼拉之陵,zh-CN
Contract: Karst's Revenge,契约：为卡斯特复仇,zh-CN
Contract: Opal's Jewels,契约：欧珀的珠宝,zh-CN
Contract: Rational Tools,契约：理性工具,zh-CN
Contract: Slaver's Revenge,契约：奴隶之怒,zh-CN
Contract: Stolen Lockpicks,契约：失窃的工具箱,zh-CN
Contract: The Admiral's Records,契约：上将黑料,zh-CN
Contract: The Book of Jamanra,契约：亚曼拉之书,zh-CN
Contract: The Finest Costumes,契约：最佳服饰,zh-CN
Contract: The Nameless Play,契约：无名大戏,zh-CN
Contract: The Negotiation,契约：讨价还价,zh-CN
Contract: The Rescue,契约：救援行动,zh-CN
Contract: The Slaver King,契约：贩奴之王,zh-CN
Contract: The Twins,契约：罪恶双生,zh-CN
Contract: The Vinderi Bomb,契约：温氏炸弹,zh-CN
Contract: The Wedding Dress,契约：结婚礼服,zh-CN
Contract: Trial Run,契约：赛跑,zh-CN
Corpus Malachus,Corpus Malachus,zh-CN
Corundum Flask,刚玉药剂,zh-CN
Culling the Cultists,剔除教徒,zh-CN
Cutlass,军用长刃,zh-CN
Deal with the Bandits,与盗贼们打交道,zh-CN
Death and Rebirth,死亡和重生,zh-CN
Death to Purity,灭亡纯净教,zh-CN
Decanter Spiritus,聚魂美酒,zh-CN
Decayed Voidstone,腐坏虚空石,zh-CN
Decurve Bow,直弓,zh-CN
Deshret's Banner,迪虚瑞特的红旗,zh-CN
Devout Chainmail,虔诚链甲,zh-CN
Diamond Flask,宝钻药剂,zh-CN
Divine Life Flask,不朽生命药剂,zh-CN
Divine Mana Flask,不朽魔力药剂,zh-CN
Dream Furnace,梦想熔炉,zh-CN
Dying for a Fight,为战而死,zh-CN
Ebony Tower Shield,乌木塔盾,zh-CN
Einhar's Hunt,伊恩哈尔的猎魔,zh-CN
Einhar's Menagerie,伊恩哈尔的魔物园,zh-CN
Elder's Orb,裂界之玉,zh-CN
Eldritch Voidstone,古灵虚空石,zh-CN
Elegant Ringmail,权贵环甲,zh-CN
Elixir of Allure,真爱药水,zh-CN
Enemy at the Gate,大门口的敌人,zh-CN
Enoch's Tags,伊诺克的标牌,zh-CN
Essence of the Artist,马雷格罗,zh-CN
Essence of the Hag,巫婆精华,zh-CN
Essence of Umbra,黑影精华,zh-CN
Etched Kite Shield,刻文鸢盾,zh-CN
Exploring Kingsmarch,探索君锋镇,zh-CN
Explosive Archaeology,爆破考古,zh-CN
Eye of Conquest,征服之眼,zh-CN
Eyes of Zeal,狂巫之眼,zh-CN
Ezomyte Blade,艾兹麦巨剑,zh-CN
Fastis Fortuna,命运之历,zh-CN
Fencer Helm,击剑士之盔,zh-CN
Fertilising the Genesis Tree,培育起源之树,zh-CN
Fiery Dust,余烬之尘,zh-CN
Figments Reforged,重铸的虚幻,zh-CN
Firefly,萤火虫,zh-CN
Fleet Orders,舰队命令,zh-CN
Flesh Compass,血肉罗盘,zh-CN
Fossilised Spirit Shield,石化魔盾,zh-CN
Foul Hand,秽污之手,zh-CN
Fumarole Tar,喷火焦油,zh-CN
Gavel,坚锤,zh-CN
General's Brigandine,将军铠甲,zh-CN
Gifts for the Genesis Tree,献礼起源之树,zh-CN
Gladiator Plate,角斗重铠,zh-CN
Gladius,斗士长剑,zh-CN
Gold,金币,zh-CN
Gold Ring,金光戒指,zh-CN
Golden Hand,黄金之手,zh-CN
Golden Page,黄金之页,zh-CN
Golden Plate,金耀之铠,zh-CN
Goliath Gauntlets,巨灵护手,zh-CN
Goliath Greaves,巨灵胫甲,zh-CN
Gouger,穿体凿,zh-CN
Greater Life Flask,良质生命药剂,zh-CN
Greater Mana Flask,良质魔力药剂,zh-CN
Greust's Necklace,古斯特的项链,zh-CN
Haliotis Glyph,雕纹:孔螺,zh-CN
Handmouth,口噬之手,zh-CN
Hapihapi's Charm,哈比哈比的魔符,zh-CN
Headsman Axe,行刑巨斧,zh-CN
Heavy Belt,重革腰带,zh-CN
Highland Blade,高山重刃,zh-CN
Hinekora's Hair,辛格拉之发,zh-CN
Horned Skull,荆棘之颅,zh-CN
